"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"Del Rio, TX: Del Rio International",486,111676,11415,"DRT","Del Rio, TX","TX",74,"medium_airport",29.3742008209,-100.927001953,"US","Del Rio","US-TX","KDRT","DRT","NA",1002
"Crescent City, CA: Jack McNamara Field",551,110617,10930,"CEC","Crescent City, CA","CA",91,"medium_airport",41.78020096,-124.2369995,"US","Crescent City","US-CA","KCEC","CEC","NA",61
"Cairns, Australia: Cairns International",135,110413,11089,"CNS","Cairns, Australia","",802,"medium_airport",-16.885799408,145.755004883,"AU","Cairns","AU-QLD","YBCS","","OC",10
"St. Mary's, AK: St. Mary's Airport",6557,109005,12807,"KSM","St. Mary's, AK","AK",1,"medium_airport",62.0605011,-163.302002,"US","St Mary's","US-AK","PASM","KSM","NA",312
"Newcastle, United Kingdom: Newcastle Airport",98,108206,13628,"NCL","Newcastle, United Kingdom","",493,"large_airport",55.0374984741211,-1.69166994094849,"GB","Newcastle","GB-ENG","EGNT","","EU",266
"Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field",222,108182,13282,"MGW","Morgantown, WV","WV",39,"medium_airport",39.64289856,-79.91629791,"US","Morgantown","US-WV","KMGW","MGW","NA",1248
"Fort Yukon, AK: Fort Yukon Airport",3332,107692,11833,"FYU","Fort Yukon, AK","AK",1,"medium_airport",66.5715026855469,-145.25,"US","Fort Yukon","US-AK","PFYU","FYU","NA",433
"Moncton, Canada: Greater Moncton International",180,106369,16171,"YQM","Moncton, Canada","NB",946,"medium_airport",46.1122016906738,-64.678596496582,"CA","Moncton","CA-NB","CYQM","","NA",232
"Praia, Cape Verde: Praia International",93,105533,14451,"RAI","Praia, Cape Verde","",507,"medium_airport",14.9245004653931,-23.4934997558594,"CV","Praia","CV-S","GVNP","","AF",230
"Oaxaca, Mexico: Xoxocotlan International",147,104928,13799,"OAX","Oaxaca, Mexico","",148,"medium_airport",16.9999008179,-96.726600647,"MX","Oaxaca","MX-OAX","MMOX","","NA",4989
"Apia, Samoa: Fagali I",50,104454,11671,"FGI","Apia, Samoa","",892,"small_airport",-13.8486995697,-171.740005493,"WS","Apia","WS-TU","NSFI","","OC",131
"Riga, Latvia: Riga International",107,104073,14535,"RIX","Riga, Latvia","",451,"large_airport",56.9235992431641,23.9710998535156,"LV","Riga","LV-RIX","EVRA","","EU",36
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",590,103791,10558,"BFF","Scottsbluff, NE","NE",65,"medium_airport",41.87400055,-103.5960007,"US","Scottsbluff","US-NE","KBFF","BFF","NA",3967
"Ciudad del Carmen, Mexico: Ciudad del Carmen International",155,103731,11063,"CME","Ciudad del Carmen, Mexico","",148,"medium_airport",18.6536998748779,-91.7990036010742,"MX","Ciudad del Carmen","MX-CAM","MMCE","","NA",10
"Telluride, CO: Telluride Regional",192,103666,15177,"TEX","Telluride, CO","CO",82,"small_airport",37.9538002,-107.9079971,"US","Telluride","US-CO","KTEX","TEX","NA",9070
"Pueblo, CO: Pueblo Memorial",670,103239,14288,"PUB","Pueblo, CO","CO",82,"small_airport",38.2891006469727,-104.497001647949,"US","Pueblo","US-CO","KPUB","PUB","NA",4726
"Prescott, AZ: Ernest A. Love Field",330,102138,14237,"PRC","Prescott, AZ","AZ",81,"medium_airport",34.65449905,-112.4199982,"US","Prescott","US-AZ","KPRC","PRC","NA",5045
"Fort de France, Martinique: Martinique Aime Cesaire",223,101507,11654,"FDF","Fort de France, Martinique","",252,"medium_airport",14.5909996032715,-61.0032005310059,"MQ","Fort-de-France","MQ-U-A","TFFF","","NA",16
"Treasure Cay, The Bahamas: Treasure Cay Airport",402,100428,15147,"TCB","Treasure Cay, The Bahamas","",204,"medium_airport",26.745300293,-77.3912963867,"BS","Treasure Cay","BS-MH","MYAT","","NA",8
"Owensboro, KY: Owensboro Daviess County",156,100276,13983,"OWB","Owensboro, KY","KY",52,"medium_airport",37.74010086,-87.16680145,"US","Owensboro","US-KY","KOWB","OWB","NA",407
"The Valley, Anguilla: Clayton J. Lloyd",145,100155,10444,"AXA","The Valley, Anguilla","",202,"medium_airport",18.2047996520996,-63.0550994873047,"AI","The Valley","AI-U-A","TQPF","","NA",127
"Provincetown, MA: Provincetown Municipal",166,99643,14306,"PVC","Provincetown, MA","MA",13,"small_airport",42.0718994141,-70.2213973999,"US","Provincetown","US-MA","KPVC","PVC","NA",9
"Santa Cruz/Huatulco, Mexico: Bahias de Huatulco International",231,99489,12239,"HUX","Santa Cruz/Huatulco, Mexico","",148,"medium_airport",15.7753000259399,-96.2626037597656,"MX","Huatulco","MX-OAX","MMBT","","NA",464
"Port Angeles, WA: William R. Fairchild International",661,99407,11050,"CLM","Port Angeles, WA","WA",93,"medium_airport",48.1202011108398,-123.5,"US","Port Angeles","US-WA","KCLM","CLM","NA",291
"Cologne, Germany: Koln Bonn",829,98608,10970,"CGN","Cologne, Germany","",429,"large_airport",50.8658981323,7.1427397728,"DE","Cologne","DE-NW","EDDK","","EU",302
"Emmonak, AK: Emmonak Airport",5850,97600,11550,"EMK","Emmonak, AK","AK",1,"medium_airport",62.78609848,-164.4909973,"US","Emmonak","US-AK","PAEM","ENM","NA",13
"Busan, South Korea: Gimhae International",113,94545,14299,"PUS","Busan, South Korea","",778,"large_airport",35.1795005798,128.93800354,"KR","Busan","KR-26","RKPK","","AS",6
"Iron Mountain/Kingsfd, MI: Ford",444,94435,12335,"IMT","Iron Mountain/Kingsfd, MI","MI",43,"small_airport",45.8184013367,-88.1145019531,"US","Iron Mountain Kingsford","US-MI","KIMT","IMT","NA",1182
"Kearney, NE: Kearney Regional",483,93347,11468,"EAR","Kearney, NE","NE",65,"small_airport",40.72700119,-99.00679779,"US","Kearney","US-NE","KEAR","EAR","NA",2131
"Lewisburg, WV: Greenbrier Valley",372,93313,13121,"LWB","Lewisburg, WV","WV",39,"medium_airport",37.8582992554,-80.3994979858,"US","Lewisburg","US-WV","KLWB","LWB","NA",2302
"Staunton, VA: Shenandoah Valley Regional",268,92997,14802,"SHD","Staunton, VA","VA",38,"small_airport",38.2638015747,-78.8964004517,"US","Staunton/Waynesboro/Harrisonburg","US-VA","KSHD","SHD","NA",1201
"Johnstown, PA: John Murtha Johnstown-Cambria County",338,92568,12559,"JST","Johnstown, PA","PA",23,"medium_airport",40.3161010742188,-78.8339004516602,"US","Johnstown","US-PA","KJST","JST","NA",2284
"Hiroshima, Japan: Hiroshima Airport",179,92105,12133,"HIJ","Hiroshima, Japan","",736,"medium_airport",34.4361000061,132.919006348,"JP","Hiroshima","JP-34","RJOA","","AS",1088
"Inyokern, CA: Inyokern Airport",238,91849,12436,"IYK","Inyokern, CA","CA",91,"small_airport",35.65879822,-117.8300018,"US","Inyokern","US-CA","KIYK","IYK","NA",2457
"Clarksburg/Fairmont, WV: North Central West Virginia",694,91643,11027,"CKB","Clarksburg/Fairmont, WV","WV",39,"medium_airport",39.2966003418,-80.2281036377,"US","Clarksburg","US-WV","KCKB","CKB","NA",1217
"Bar Harbor, ME: Hancock County-Bar Harbor",237,91072,10589,"BHB","Bar Harbor, ME","ME",12,"medium_airport",44.45000076,-68.3615036,"US","Bar Harbor","US-ME","KBHB","BHB","NA",83
"Malaga, Spain: Malaga Costa del Sol",50,90504,10205,"AGP","Malaga, Spain","",482,"large_airport",36.6749000549316,-4.49911022186279,"ES","Málaga","ES-AN","LEMG","","EU",53
"Durango, Mexico: Durango International",244,87617,11301,"DGO","Durango, Mexico","",148,"medium_airport",24.1242008209,-104.527999878,"MX","Durango","MX-DUR","MMDO","","NA",6104
"Hays, KS: Hays Regional",371,86570,12255,"HYS","Hays, KS","KS",62,"medium_airport",38.84220123,-99.27320099,"US","Hays","US-KS","KHYS","HYS","NA",1999
"Red Dog, AK: Red Dog Airport",3222,85917,14485,"RDB","Red Dog, AK","AK",1,"small_airport",68.0320968628,-162.899002075,"US","Red Dog","US-AK","PADG","DGG","NA",969
"Haines, AK: Haines Airport",1516,84641,12175,"HNS","Haines, AK","AK",1,"medium_airport",59.2438011169434,-135.524002075195,"US","Haines","US-AK","PAHN","HNS","NA",15
"Westerly, RI: Westerly State",218,84226,15855,"WST","Westerly, RI","RI",15,"small_airport",41.3496017456,-71.8033981323,"US","Westerly","US-RI","KWST","WST","NA",81
"Bangkok, Thailand: Don Mueang International",36,83584,10646,"BKK","Bangkok, Thailand","",782,"large_airport",13.6810998916626,100.747001647949,"TH","Bangkok","TH-10","VTBS","","AS",5
"Pendleton, OR: Eastern Oregon Regional at Pendleton",670,83111,14054,"PDT","Pendleton, OR","OR",92,"medium_airport",45.695098877,-118.841003418,"US","Pendleton","US-OR","KPDT","PDT","NA",1497
"Block Island, RI: Block Island State",216,82741,10613,"BID","Block Island, RI","RI",15,"small_airport",41.1680984497,-71.577796936,"US","Block Island","US-RI","KBID","BID","NA",108
"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory",104,82041,13654,"NEV","Nevis, Saint Kitts and Nevis","",275,"medium_airport",17.2056999206543,-62.589900970459,"KN","Charlestown","KN-U-A","TKPN","","NA",14
"Cedar City, UT: Cedar City Regional",439,81830,10918,"CDC","Cedar City, UT","UT",87,"medium_airport",37.701000213623,-113.098999023438,"US","Cedar City","US-UT","KCDC","CDC","NA",5622
"Skagway, AK: Skagway Airport",1392,80870,14797,"SGY","Skagway, AK","AK",1,"small_airport",59.4600982666016,-135.315994262695,"US","Skagway","US-AK","PAGY","SGY","NA",44
"Bedford, MA: Laurence G Hanscom Field",1516,80829,10540,"BED","Bedford, MA","MA",13,"medium_airport",42.47000122,-71.28900146,"US","Bedford","US-MA","KBED","BED","NA",133
"North Platte, NE: North Platte Regional Airport Lee Bird Field",539,80821,12899,"LBF","North Platte, NE","NE",65,"medium_airport",41.12620163,-100.6839981,"US","North Platte","US-NE","KLBF","LBF","NA",2777
"Hoonah, AK: Hoonah Airport",1405,80794,12171,"HNH","Hoonah, AK","AK",1,"small_airport",58.0960998535156,-135.410003662109,"US","Hoonah","US-AK","PAOH","HNH","NA",19
"Watertown, NY: Watertown International",219,79276,10361,"ART","Watertown, NY","NY",22,"medium_airport",43.9919013977051,-76.0216979980469,"US","Watertown","US-NY","KART","ART","NA",325
"Naples, Italy: Capodichino",43,78005,13604,"NAP","Naples, Italy","",450,"large_airport",40.8860015869141,14.2908000946045,"IT","Nápoli","IT-72","LIRN","","EU",294
"Dodge City, KS: Dodge City Regional",467,77928,11283,"DDC","Dodge City, KS","KS",62,"medium_airport",37.7634010314941,-99.9655990600586,"US","Dodge City","US-KS","KDDC","DDC","NA",2594
"Lebanon-Hanover, NH: Lebanon Municipal",238,76240,12932,"LEB","Lebanon-Hanover, NH","NH",14,"medium_airport",43.6260986328125,-72.30419921875,"US","Lebanon","US-NH","KLEB","LEB","NA",603
"El Centro, CA: Imperial County",306,75743,12363,"IPL","El Centro, CA","CA",91,"medium_airport",32.8342018127,-115.57900238,"US","Imperial","US-CA","KIPL","IPL","NA",-54
"Marion/Herrin, IL: Williamson County Regional",254,75254,13543,"MWA","Marion/Herrin, IL","IL",41,"small_airport",37.75500107,-89.01110077,"US","Marion","US-IL","KMWA","MWA","NA",472
"Okayama, Japan: Okayama Airport",150,74771,13853,"OKJ","Okayama, Japan","",736,"medium_airport",34.7569007874,133.854995728,"JP","Okayama City","JP-33","RJOB","","AS",806
"Hooper Bay, AK: Hooper Bay Airport",4672,74128,12195,"HPB","Hooper Bay, AK","AK",1,"medium_airport",61.52389908,-166.1470032,"US","Hooper Bay","US-AK","PAHP","HPB","NA",13
"Kitchener, Canada: Waterloo",259,73971,16097,"YKF","Kitchener, Canada","ON",936,"medium_airport",43.4608001709,-80.3786010742,"CA","Kitchener","CA-ON","CYKF","","NA",1055
"Chevak, AK: Chevak Airport",3926,73692,15554,"VAK","Chevak, AK","AK",1,"small_airport",61.5409,-165.6005,"US","Chevak","US-AK","PAVA","VAK","NA",75
"Quinhagak, AK: Quinhagak Airport",4693,73562,12853,"KWN","Quinhagak, AK","AK",1,"small_airport",59.75510025,-161.8450012,"US","Quinhagak","US-AK","PAQH","AQH","NA",42
"Niigata, Japan: Niigata Airport",150,73438,12690,"KIJ","Niigata, Japan","",736,"medium_airport",37.9558982849,139.121002197,"JP","Niigata","JP-15","RJSN","","AS",29
"Cortez, CO: Cortez Municipal",266,73240,10950,"CEZ","Cortez, CO","CO",82,"small_airport",37.3030014038,-108.627998352,"US","Cortez","US-CO","KCEZ","CEZ","NA",5918
"Lajes, Portugal: Lajes Airport",262,73096,15174,"TER","Lajes, Portugal","",469,"large_airport",38.7617988586,-27.0907993317,"PT","Lajes","PT-20","LPLA","","EU",180
"Noorvik, AK: Robert/Bob/Curtis Memorial",4057,72806,13942,"ORV","Noorvik, AK","AK",1,"small_airport",66.81790161,-161.0189972,"US","Noorvik","US-AK","PFNO","D76","NA",55
"Naples, FL: Naples Municipal",102,71390,10329,"APF","Naples, FL","FL",33,"medium_airport",26.1525993347,-81.7752990723,"US","Naples","US-FL","KAPF","APF","NA",8
"Sandpoint, AK: Sand Point",1830,70613,14738,"SDP","Sandpoint, AK","AK",1,"medium_airport",55.314998626709,-160.522994995117,"US","Sand Point","US-AK","PASD","SDP","NA",21
"Saltillo, Mexico: Plan de Guadalupe International",1039,69974,14886,"SLW","Saltillo, Mexico","",148,"medium_airport",25.5494995117188,-100.929000854492,"MX","Saltillo","MX-COA","MMIO","","NA",4778
"Thunder Bay, Canada: Thunder Bay Airport",83,67388,16174,"YQT","Thunder Bay, Canada","ON",936,"medium_airport",48.371898651123,-89.3238983154297,"CA","Thunder Bay","CA-ON","CYQT","","NA",653
"Salvador, Brazil: Deputado Luis Eduardo Magalhaes",83,66640,14991,"SSA","Salvador, Brazil","",316,"large_airport",-12.9086112976,-38.3224983215,"BR","Salvador","BR-BA","SBSV","","SA",64
"Kipnuk, AK: Kipnuk Airport",4419,66454,12779,"KPN","Kipnuk, AK","AK",1,"small_airport",59.9329986572,-164.031005859,"US","Kipnuk","US-AK","PAKI","IIK","NA",11
"Greenville, MS: Greenville Mid Delta",250,65987,11931,"GLH","Greenville, MS","MS",53,"medium_airport",33.4828987121582,-90.9856033325195,"US","Greenville","US-MS","KGLH","GLH","NA",131
"Alamosa, CO: San Luis Valley Regional/Bergman Field",256,65824,10272,"ALS","Alamosa, CO","CO",82,"medium_airport",37.4348983765,-105.866996765,"US","Alamosa","US-CO","KALS","ALS","NA",7539
"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",159,65617,12119,"HGR","Hagerstown, MD","MD",35,"medium_airport",39.707901,-77.72949982,"US","Hagerstown","US-MD","KHGR","HGR","NA",703
"Macon, GA: Middle Georgia Regional",431,65506,13203,"MCN","Macon, GA","GA",34,"medium_airport",32.692798614502,-83.6492004394531,"US","Macon","US-GA","KMCN","MCN","NA",354
"Parkersburg, WV: Mid-Ohio Valley Regional",261,65250,14131,"PKB","Parkersburg, WV","WV",39,"medium_airport",39.345100402832,-81.4392013549805,"US","Parkersburg","US-WV","KPKB","PKB","NA",858
"Mountain Village, AK: Mountain Village Airport",4546,63945,13434,"MOU","Mountain Village, AK","AK",1,"small_airport",62.095401763916,-163.682006835938,"US","Mountain Village","US-AK","PAMO","MOU","NA",337
"Gustavus, AK: Gustavus Airport",1395,63944,11997,"GST","Gustavus, AK","AK",1,"medium_airport",58.4253006,-135.7070007,"US","Gustavus","US-AK","PAGS","GST","NA",35
"Toksook, AK: Toksook Bay",5083,63882,13894,"OOK","Toksook, AK","AK",1,"small_airport",60.54140091,-165.0870056,"US","Toksook Bay","US-AK","PAOO","OOK","NA",59
"Gary, IN: Gary/Chicago International",613,63001,12055,"GYY","Gary, IN","IN",42,"medium_airport",41.6162986755371,-87.4128036499023,"US","Gary","US-IN","KGYY","GYY","NA",591
"Andros Town, The Bahamas: Fresh Creek",159,62553,10371,"ASD","Andros Town, The Bahamas","",204,"medium_airport",24.6979007720947,-77.7956008911133,"BS","","BS-NB","MYAF","","NA",5
"Victoria, TX: Victoria Regional",126,61250,15569,"VCT","Victoria, TX","TX",74,"medium_airport",28.8526000976562,-96.9185028076172,"US","Victoria","US-TX","KVCT","VCT","NA",115
"Fort Dodge, IA: Fort Dodge Regional",222,60594,11725,"FOD","Fort Dodge, IA","IA",61,"medium_airport",42.55149841,-94.19259644,"US","Fort Dodge","US-IA","KFOD","FOD","NA",1156
"Decatur, IL: Decatur Airport",316,60419,11288,"DEC","Decatur, IL","IL",41,"medium_airport",39.8345985412598,-88.8656997680664,"US","Decatur","US-IL","KDEC","DEC","NA",682
"DuBois, PA: DuBois Regional",246,60130,11441,"DUJ","DuBois, PA","PA",23,"medium_airport",41.17829895,-78.8986969,"US","Dubois","US-PA","KDUJ","DUJ","NA",1817
"Scammon Bay, AK: Scammon Bay Airport",4137,59931,14718,"SCM","Scammon Bay, AK","AK",1,"medium_airport",61.8452987671,-165.570999146,"US","Scammon Bay","US-AK","PACM","SCM","NA",14
"Avarua, Cook Islands: Rarotonga International",79,59872,14458,"RAR","Avarua, Cook Islands","",813,"large_airport",-21.2026996613,-159.805999756,"CK","Avarua","CK-U-A","NCRG","","OC",19
"Chadron, NE: Chadron Municipal",301,59487,10925,"CDR","Chadron, NE","NE",65,"medium_airport",42.837600708,-103.095001221,"US","Chadron","US-NE","KCDR","CDR","NA",3297
"Altoona, PA: Altoona-Blair County",299,59310,10322,"AOO","Altoona, PA","PA",23,"medium_airport",40.29639816,-78.31999969,"US","Altoona","US-PA","KAOO","AOO","NA",1503
"Rockland, ME: Knox County Regional",221,59152,14539,"RKD","Rockland, ME","ME",12,"small_airport",44.06010056,-69.09919739,"US","Rockland","US-ME","KRKD","RKD","NA",56
"Quincy, IL: Quincy Regional-Baldwin Field",145,58993,15454,"UIN","Quincy, IL","IL",41,"medium_airport",39.94269943,-91.19460297,"US","Quincy","US-IL","KUIN","UIN","NA",768
"Selawik, AK: Selawik Airport",4159,58986,15785,"WLK","Selawik, AK","AK",1,"medium_airport",66.60009766,-159.9859924,"US","Selawik","US-AK","PASK","WLK","NA",17
"Iliamna, AK: Iliamna Airport",6099,58808,12321,"ILI","Iliamna, AK","AK",1,"medium_airport",59.75439835,-154.9109955,"US","Iliamna","US-AK","PAIL","ILI","NA",192
"Palermo, Italy: Palermo Airport",42,58249,14168,"PMO","Palermo, Italy","",450,"large_airport",38.1759986877441,13.0909996032715,"IT","Palermo","IT-82","LICJ","","EU",65
"Kiana, AK: Bob Baker Memorial",3623,57651,12268,"IAN","Kiana, AK","AK",1,"medium_airport",66.9759979248,-160.43699646,"US","Kiana","US-AK","PAIK","IAN","NA",166
"Eek, AK: Eek Airport",3756,56948,11492,"EEK","Eek, AK","AK",1,"small_airport",60.21367264,-162.0438843,"US","Eek","US-AK","PAEE","EEK","NA",12
"Noatak, AK: Noatak Airport",3428,56859,15861,"WTK","Noatak, AK","AK",1,"medium_airport",67.5661010742188,-162.975006103516,"US","Noatak","US-AK","PAWN","WTK","NA",88
"Tuntutuliak, AK: Tuntutuliak Airport",4561,56668,15862,"WTL","Tuntutuliak, AK","AK",1,"small_airport",60.3353004456,-162.667007446,"US","Tuntutuliak","US-AK","A61","A61","NA",16
"Santiago, Cuba: Antonio Maceo International",160,56508,14722,"SCU","Santiago, Cuba","",219,"medium_airport",19.9698009490967,-75.8354034423828,"CU","Santiago","CU-13","MUCU","","NA",249
"Kalskag, AK: Kalskag Airport",3070,56329,12719,"KLG","Kalskag, AK","AK",1,"small_airport",61.5363006591797,-160.341003417969,"US","Kalskag","US-AK","PALG","KLG","NA",55
"Anchorage, AK: Merrill Field",1854,55939,13467,"MRI","Anchorage, AK","AK",1,"medium_airport",61.2135009765625,-149.843994140625,"US","Anchorage","US-AK","PAMR","MRI","NA",137
"Gander, Canada: Gander International",813,55863,16178,"YQX","Gander, Canada","NL",961,"medium_airport",48.9369010925293,-54.5680999755859,"CA","Gander","CA-NL","CYQX","","NA",496
"Cardiff, United Kingdom: Cardiff Airport",60,55427,11208,"CWL","Cardiff, United Kingdom","",493,"large_airport",51.3967018127441,-3.34332990646362,"GB","Cardiff","GB-WLS","EGFF","","EU",220
"Goose Bay, Canada: Goose Bay Airport",292,55357,16267,"YYR","Goose Bay, Canada","NL",961,"medium_airport",53.3191986084,-60.4258003235,"CA","Goose Bay","CA-NL","CYYR","","NA",160
"Victoria, Canada: Victoria Inner Harbour",540,54533,16233,"YWH","Victoria, Canada","BC",906,"seaplane_base",48.4249858939,-123.388867378,"CA","Victoria","CA-BC","CYWH","","NA",""
"Kongiganak, AK: Kongiganak Airport",4098,54143,12708,"KKH","Kongiganak, AK","AK",1,"small_airport",59.9608001709,-162.880996704,"US","Kongiganak","US-AK","PADY","DUY","NA",30
